SIS_CD,PLAN_DESCR,PLAN_TYPE,PLO_NBR,PLO
MS  239EDU,Counseling MS,MAJ,2,"Develop skills for effective individual, family, and group counseling for mental health concerns and well-being as well as effective consultation, evaluation and progress monitoring."
MS  239EDU,Counseling MS,MAJ,3,"Apply principles associated with multiculturalism, polyculturalism, and social justice."
MS  239EDU,Counseling MS,MAJ,4,"Develop understanding, identification with and comportment with the profession of mental health counseling including standards of care, moral and ethical principles, professional identity, professional relationships, professional demeanor, self-reflection, and awareness of impact on others."
PHD 237EDU,Counseling Psychology PHD,MAJ,1,Prepare for role as professional psychologist.
PHD 237EDU,Counseling Psychology PHD,MAJ,2,Apply professional standards and conduct.
PHD 237EDU,Counseling Psychology PHD,MAJ,3,Demonstrate scientific foundations.
PHD 237EDU,Counseling Psychology PHD,MAJ,4,Acquire knowledge and skill in psychological practice.
PHD 237EDU,Counseling Psychology PHD,MAJ,5,Acquire knowledge and skills in clinical supervision.
PHD 237EDU,Counseling Psychology PHD,MAJ,6,Develop relational skills.
PHD 237EDU,Counseling Psychology PHD,MAJ,7,Gain an understanding of the scientific basis for practice.
PHD 237EDU,Counseling Psychology PHD,MAJ,8,Acquire knowledge of research methods.
PHD 237EDU,Counseling Psychology PHD,MAJ,9,Apply research findings to psychological practice.
PHD 237EDU,Counseling Psychology PHD,MAJ,10,Apply scientific thinking to practice.
PHD 237EDU,Counseling Psychology PHD,MAJ,11,Develop a multicultural competence and social justice orientation.
PHD 237EDU,Counseling Psychology PHD,MAJ,12,Acquire cultural and scientific knowledge relevant to diverse and underrepresented groups.
PHD 237EDU,Counseling Psychology PHD,MAJ,13,Develop awareness of self as a cultural being.
PHD 237EDU,Counseling Psychology PHD,MAJ,14,"Develop skill in application of knowledge of self, culture, and context to clinical work."
MFA 243L&S,Creative Writing MFA,MAJ,1,"Develop the creative and technical skills necessary to conceive, execute, and revise original literary work in a student's chosen genre (fiction or poetry)."
MFA 243L&S,Creative Writing MFA,MAJ,2,Demonstrate sensitivity to language and style on both the artistic and technical levels.
MFA 243L&S,Creative Writing MFA,MAJ,3,"Develop the critical, analytical, and editing skills necessary to evaluate literary works in progress, both in the student?s own work-in-progress, and in that of the student?s peers."
MFA 243L&S,Creative Writing MFA,MAJ,4,"Develop the ability to read literary works not only for their social, historical, intellectual, formal, and interpretive value, but for their capacity to inspire and generate new work, and to see in a finished work the process of its being made."
MFA 243L&S,Creative Writing MFA,MAJ,5,Develop through study and practice the pedagogical skills necessary to teach creative writing courses to undergraduate students.
MFA 243L&S,Creative Writing MFA,MAJ,6,Demonstrate understanding of professional and pedagogical practices and opportunities within and related to the field of creative writing.
MFA 243L&S,Creative Writing MFA,MAJ,7,Recognize and apply principles of ethical conduct with respect to one's work.
MFA 243L&S,Creative Writing MFA,MAJ,8,Engage with local communities of creative writers.
CERT250,Criminal Justice UCrt,CRT,1,To develop an appreciation for how the criminal justice system works and how it affects American society as a whole.
CERT250,Criminal Justice UCrt,CRT,2,To develop and improve critical thinking and analytics in written and oral communication skills.
CERT250,Criminal Justice UCrt,CRT,3,To develop an appreciation of mental health and substance abuse as they intersect with the criminal justice system.
CERT250,Criminal Justice UCrt,CRT,4,"To develop skills transferable to future professional, community and educational pursuits.  "
GCRT260,"Culture, History & Enviro GCrt",CRT,1,Gain an understanding of a significant variety of disciplinary approaches to the study of environmental change and the interactions of humans with the natural environment.
GCRT260,"Culture, History & Enviro GCrt",CRT,2,Learn to use differing forms of evidence and methods of analysis that can be employed to understand past environmental change and its human meanings.
MS  242EDU,Curriculum & Instruction MS,MAJ,1,"(Breadth of Knowledge) Examples of competence may include demonstrating awareness of historical and intellectual context, educational practices, critical research paradigms within the broader field of Curriculum and Instruction, and theories and approaches from other fields as appropriate for their research."
MS  242EDU,Curriculum & Instruction MS,MAJ,2,"(Depth of Knowledge) Examples of competence may include demonstrating mastery of concepts, theories, and research, and understanding of relevant educational practices and contexts, sufficient to pose questions that extend the current boundaries of knowledge within their chosen subfield of Curriculum and Instruction."
PHD 242EDU,Curriculum & Instruction PHD,MAJ,1,"(Breadth of Knowledge) Examples of competence may include demonstrating awareness of historical and intellectual context, educational practices, critical research paradigms within the broader field of Curriculum and Instruction, and theories and approaches from other fields as appropriate for their research."
PHD 242EDU,Curriculum & Instruction PHD,MAJ,2,"(Depth of Knowledge) Examples of competence may include demonstrating mastery of concepts, theories, and research, and understanding of relevant educational practices and contexts, sufficient to pose questions that extend the current boundaries of knowledge within their chosen subfield of Curriculum and Instruction."
PHD 242EDU,Curriculum & Instruction PHD,MAJ,3,"(Research Approaches and Epistemological Foundations) Examples of competence may include articulating research problems that build on history, theory, research, and practice within their subfield of Curriculum and Instruction; choosing research methods appropriate to those problems and demonstrating understanding of epistemological foundations underlying those methods."
CYTO999,Cytotechnology,CRT,1,Establish the biological and medical background knowledge necessary to understand the clinical significance of cytologic diagnoses and related ancillary tests
CYTO999,Cytotechnology,CRT,2,"Become proficient in screening of gynecologic and nongynecologic slides for rare findings, including developing the accuracy and speed expected by future employers"
CYTO999,Cytotechnology,CRT,3,Develop diagnostic accuracy and speed as expected by future employers
CYTO999,Cytotechnology,CRT,4,Demonstrate professional and ethical standards of conduct within the medical laboratory
UNFS011,Dairy Farm Management FISC,CRT,1,effective and professional oral and written communication skills.
UNFS011,Dairy Farm Management FISC,CRT,2,"the skills to apply scientific and management principles to running an agricultural operation, including developing new solutions to fit demands and challenges of both personnel and everyday processes."
UNFS011,Dairy Farm Management FISC,CRT,3,"the ability to think critically and innovatively, working creatively to make effective decisions and develop plans for future operational advances."
UNFS011,Dairy Farm Management FISC,CRT,4,"a global perspective, recognizing the importance and intersecting roles of farmers, food systems and urban and rural communities."
UNFS011,Dairy Farm Management FISC,CRT,5,specialized knowledge in safety on agricultural operations and the capability to implement the safety guidelines in the operation.
ALS 247,Dairy Science BS,MAJ,1,Gain knowledge of current and emerging research- based information in animal biology and management sciences to support dairy production.
ALS 247,Dairy Science BS,MAJ,2,"Gain intellectual, practical and attitudinal skills needed to identify and solve problems and challenges facing dairy producers and allied industries."
ALS 247,Dairy Science BS,MAJ,3,"Gain in life--long learning skills to enable graduates to adapt to changing technological, economic and social circumstances throughout their professional career."
MS  247ALS,Dairy Science MS,MAJ,1,"Understand and summarize ideas and concepts, into a coherent biological model, research problem(s), and research project that will go beyond the current boundaries of knowledge within Dairy Science."
MS  247ALS,Dairy Science MS,MAJ,2,Create research and scholarship that makes a substantive contribution to the field of Dairy Science.
MS  247ALS,Dairy Science MS,MAJ,3,"Orally communicate complex ideas in a clear and understandable manner in a scientific, classroom, and/or industry setting."
MS  247ALS,Dairy Science MS,MAJ,4,"Statistically analyze data, summarize the results in tables and/or graphs, and provide valid interpretation of the results."
MS  247ALS,Dairy Science MS,MAJ,5,"Communicate in accurate written English and in the format of a scientific journal, complex ideas and research results."
MS  247ALS,Dairy Science MS,MAJ,6,Foster ethical and professional conduct and have knowledge in a broad range of areas that are important for their professional development.
PHD 247ALS,Dairy Science PHD,MAJ,1,"Understand and summarize ideas and concepts, into a coherent biological model, research problem(s), and research project that will go beyond the current boundaries of knowledge within Dairy Science."
PHD 247ALS,Dairy Science PHD,MAJ,2,Create research and scholarship that makes a substantive contribution to the field of Dairy Science.
PHD 247ALS,Dairy Science PHD,MAJ,3,"Orally communicate complex ideas in a clear and understandable manner in a scientific, classroom, and/or industry setting."
PHD 247ALS,Dairy Science PHD,MAJ,4,"Statistically analyze data, summarize the results in tables and/or graphs, and provide valid interpretation of the results."
PHD 247ALS,Dairy Science PHD,MAJ,5,"Communicate in accurate written English and in the format of a scientific journal, complex ideas and research results."
